domain,status,source,url,failure_reason
zbiam.pl,not_found,,,no_privacy_links
betwatch.fr,not_found,,,homepage_unreachable
lupa.cz,not_found,,,no_privacy_links
unigre.it,found,homepage_link,https://www.unigre.it/it/privacy/,
msccrociere.it,skipped,existing_file,,
spdyn.de,not_found,,,no_privacy_links
butosklep.pl,found,homepage_link,https://butosklep.pl/pol-privacy-and-cookie-notice.html,
novethic.fr,not_found,,,no_privacy_links
eventbrite.be,found,homepage_link,https://www.eventbrite.be/help/nl-nl/articles/460838/eventbrite-privacy-policy/,
pourquoidocteur.fr,found,common_path,https://www.pourquoidocteur.fr/,
smartschool.be,found,homepage_link,https://www.smartschool.be/privacy/,
antidiskriminierungsstelle.de,not_found,,,no_privacy_links
cherry-hosting.nl,not_found,,,no_privacy_links
glami.hu,found,homepage_link,https://www.glami.hu/info/privacy/,
autobahn.de,not_found,,,no_privacy_links
geers.de,not_found,,,no_privacy_links
wohnglueck.de,not_found,,,no_privacy_links
casino777.es,not_found,,,homepage_unreachable
synchrone.be,found,homepage_link,https://www.synchrone.be/fr/privacy,
cgtp.pt,not_found,,,no_privacy_links
travelclub.es,not_found,,,homepage_unreachable
trimbos.nl,found,homepage_link,https://www.trimbos.nl/over-deze-website/privacystatement/,
hecht.cz,not_found,,,no_privacy_links
greenland-outdoor.de,found,homepage_link,https://www.greenland-outdoor.de/service/privacy-policy/,
marketdino.pl,not_found,,,no_privacy_links
zalando.ee,not_found,,,homepage_unreachable
mtg-forum.de,not_found,,,homepage_unreachable
neocles.fr,not_found,,,homepage_unreachable
sulinet.hu,not_found,,,homepage_unreachable
webnode.nl,found,common_path,https://www.webnode.com/nl/privacybeleid/,
memorix.nl,not_found,,,homepage_unreachable
villeurbanne.fr,not_found,,,no_privacy_links
voetbalprimeur.be,not_found,,,no_privacy_links
oniris-nantes.fr,not_found,,,no_privacy_links
radioradio.it,skipped,existing_file,,
airc.it,found,common_path,https://www.airc.it/privacy,
ferrero.de,skipped,existing_file,,
uniserver.nl,found,common_path,https://www.uniserver.nl/privacy-first-waarom-moet-je-in-2025-kiezen-voor-private-ai/,
webnews.it,found,homepage_link,https://www.webnews.it/privacy-policy/,
bildung-lsa.de,found,common_path,https://bildung-lsa.de/404.htm,
hellofresh.fr,not_found,,,homepage_unreachable
hr.de,not_found,,,no_privacy_links
etno.be,not_found,,,homepage_unreachable
pangaea.de,found,homepage_link,https://pangaea.de/about/privacypolicy.php,
mfa.bg,found,common_path,https://validate.perfdrive.com/?ssa=0bf0473d-dc4d-4ee2-8a9b-5746e6603871&ssb=35152288414&ssc=https://www.mfa.bg/privacy_policy&ssi=725f5f18-dt0i-4058-91a5-781c9ceae942&ssk=botmanager_support@radware.com&ssm=32205517172593842559644000199935&ssn=9634d4484a6a24654b09af070fe823966dbc11df6852-f827-4987-932e8d&sso=cf1fcfa1-ab82d7b9184e6274677125c88ad9edf490f60392a8a9c1d1&ssp=52372255711777662251177763741049524&ssq=24684785715616478263357152145457120456708&ssr=NzkuMTM0LjEzNi4xNjg=&sst=Mozilla/5.0+(compatible;+PrivacyScanner/1.0)&ssu=&ssv=&ssw=&ssx=eyJyZCI6Im1mYS5iZyIsIl9fdXptZiI6IjdmOTAwMDExZGY2ODUyLWY4MjctNDk4Ny05ZmExLWFiODJkN2I5MTg0ZTEtMTc3NzY1NzE1Mjg3NzM3MDctMDAwZDZiYWMxNzQ0YzJkMTc0ZDU1IiwidXpteCI6IjdmOTAwMGM1MThmNjhhLThlOTgtNDE2ZS04YWI1LTM1NWE2ZTNmNWJjOTEtMTc3NzY1NzE1MTA5ODU0ODYtMGNhYTY2NTc2YjIyYzg2ODEzMyJ9,
positivr.fr,found,common_path,https://positivr.fr/,
xpertbeauty.ro,not_found,,,homepage_unreachable
uk-koeln.de,not_found,,,no_privacy_links
ukrinform.fr,found,homepage_link,https://www.ukrinform.fr/info/policy.html,
uni-ak.ac.at,not_found,,,no_privacy_links
canaledieci.it,skipped,existing_file,,
news.ro,not_found,,,homepage_unreachable
buckaroo.nl,found,homepage_link,https://www.buckaroo.nl/privacy-statement,
forpsi.sk,found,common_path,https://www.forpsi.sk/,
dns.cy,not_found,,,homepage_unreachable
easytoys.nl,not_found,,,no_privacy_links
lafourche.fr,not_found,,,no_privacy_links
krefel.be,not_found,,,homepage_unreachable
rybnik.com.pl,not_found,,,no_privacy_links
prof-designs.lv,not_found,,,homepage_unreachable
pbs-host.de,not_found,,,homepage_unreachable
madparis.fr,found,common_path,https://madparis.fr/privacy,
stroeer.de,not_found,,,no_privacy_links
depersonaapersona.es,not_found,,,no_privacy_links
tyden.cz,not_found,,,no_privacy_links
ti-dienste.de,not_found,,,homepage_unreachable
hobbyhall.fi,found,common_path,https://hobbyhall.fi/fi/,
1fire-dns.de,not_found,,,homepage_unreachable
marktcom.de,not_found,,,no_privacy_links
romstation.fr,found,homepage_link,https://www.romstation.fr/privacy/,
tennisenpadelvlaanderen.be,found,homepage_link,https://www.tennisenpadelvlaanderen.be/privacy-policy,
puesc.gov.pl,not_found,,,no_privacy_links
opportunity.de,not_found,,,no_privacy_links
regione.fvg.it,found,homepage_link,https://www.regione.fvg.it/rafvg/cms/RAFVG/privacy/,
cleanmx.pt,not_found,,,no_privacy_links
annadiva.nl,found,homepage_link,https://www.annadiva.nl/privacy-en-veiligheid/,
agroforum.hu,not_found,,,homepage_unreachable
furgonetka.pl,not_found,,,no_privacy_links
thuis.nl,not_found,,,homepage_unreachable
mironet.cz,not_found,,,no_privacy_links
accessribbon.de,not_found,,,no_privacy_links
fenix-magazin.de,skipped,existing_file,,
iunet.it,not_found,,,homepage_unreachable
michelin.fr,not_found,,,no_privacy_links
njt.hu,not_found,,,homepage_unreachable
webcloud.es,not_found,,,homepage_unreachable
jacques.de,found,common_path,https://www.jacques.de/privacy,
martonimeseudvar.hu,not_found,,,no_privacy_links
n5q.de,not_found,,,homepage_unreachable
wuerzburg.de,not_found,,,homepage_unreachable
zendesk.de,found,homepage_link,https://www.zendesk.de/company/agreements-and-terms/privacy-notice/,
sbm-int.de,not_found,,,homepage_unreachable
monsite-orange.fr,not_found,,,homepage_unreachable
suse.de,found,homepage_link,https://www.suse.com/company/legal/cookies-policy/,
hamcom.de,found,common_path,https://www.helinet.de/privatkunden/home.html,
mgmotor.fr,found,homepage_link,https://www.mgmotor.fr/privacy-notice,
ov-chipkaart.nl,found,homepage_link,https://www.ov-chipkaart.nl/privacy,
wysokieobcasy.pl,not_found,,,no_privacy_links
pararius.nl,not_found,,,homepage_unreachable
universal.at,not_found,,,no_privacy_links
cablelink.at,not_found,,,no_privacy_links
armada.it,skipped,existing_file,,
ac-rouen.fr,not_found,,,homepage_unreachable
netcup.de,not_found,,,homepage_unreachable
oenb.at,not_found,,,no_privacy_links
viessmann.de,not_found,,,no_privacy_links
tel.cz,not_found,,,homepage_unreachable
uniid.it,not_found,,,homepage_unreachable
lamapoll.de,found,common_path,https://www.lamapoll.de/Umfrage-404/,
normandie.fr,not_found,,,homepage_unreachable
iamcalcio.it,found,homepage_link,https://iamcalcio.it/privacy.html,
landtagswahl-bw.de,not_found,,,no_privacy_links
testportal.pl,found,homepage_link,https://www.testportal.pl/pl/legal/polityka-prywatnosci/,
vhs.at,not_found,,,homepage_unreachable
player.hu,not_found,,,no_privacy_links
jotdown.es,not_found,,,homepage_unreachable
fediap.be,not_found,,,homepage_unreachable
attrxs.de,not_found,,,homepage_unreachable
e-cancer.fr,not_found,,,no_privacy_links
digital.bg,found,common_path,https://digital.bg/privacy-display-funkcziyata-za-koyato-vsichki-govoryat-i-iskat-da-imat-v-smartfona/,
manet.de,found,common_path,https://pfalzkom.de,
kafe.cz,not_found,,,no_privacy_links
kalbi.pl,found,homepage_link,https://www.kalbi.pl/privacy,
tky.fi,not_found,,,homepage_unreachable
cdc-habitat.fr,skipped,existing_file,,
am-track.pl,not_found,,,no_privacy_links
citynetwork.se,found,homepage_link,https://cleura.com/resources/legal/privacy-notice/,
klassik-stiftung.de,not_found,,,no_privacy_links
bbbell.it,found,homepage_link,https://www.bbbell.it/privacy/,
jasna.sk,not_found,,,no_privacy_links
llama.fi,not_found,,,homepage_unreachable
sas.dk,not_found,,,homepage_unreachable
resolution.nl,not_found,,,homepage_unreachable
ergebnis-dienst.de,not_found,,,homepage_unreachable
hosttech.de,not_found,,,homepage_unreachable
autodoc.pl,not_found,,,homepage_unreachable
datarush.es,found,homepage_link,https://www.datarush.es/proyectos-hospedaje-web/bravo-legal/,
yandex.lv,found,common_path,https://yandex.lv/legal/,
kiabi.be,not_found,,,homepage_unreachable
mfa.gov.lv,found,common_path,https://www.mfa.gov.lv/en/privacy-policy,
pgg.pl,not_found,,,homepage_unreachable
gazzettadireggio.it,found,common_path,https://www.gazzettadireggio.it/privacy,
mzk.cz,not_found,,,no_privacy_links
immoverkauf24.de,not_found,,,no_privacy_links
gnet.es,not_found,,,homepage_unreachable
aponeo.de,not_found,,,no_privacy_links
evomag.ro,found,homepage_link,https://www.evomag.ro/servicii-servicii-montaj-folie-silicon/evomag-serviciu-montaj-folie-din-silicon-privacy-uv-190-microni-6h-pentru-telefon-4103785.html,
broadspeed.it,not_found,,,homepage_unreachable
immobilie1.de,found,common_path,https://www.immobilie1.de,
123hotel.dk,not_found,,,no_privacy_links
luminaire.fr,not_found,,,no_privacy_links
babyone.de,not_found,,,no_privacy_links
admentum.se,found,homepage_link,https://www.ist.com/en/privacy-policy,
billiger-mietwagen.de,not_found,,,no_privacy_links
viamichelin.at,not_found,,,no_privacy_links
inet-services.it,found,homepage_link,https://www.inet-services.it/cookies/,
hellis.at,not_found,,,homepage_unreachable
totaaltv.nl,not_found,,,homepage_unreachable
deka.de,found,common_path,https://deka.de/privatkunden/fehler/fehler_404,
wias-berlin.de,found,homepage_link,https://wias-berlin.de/about/privacy.jsp?lang=1,
safestar.pl,found,common_path,https://pl.safestar.ai/polityka-prywatnosci/,
theblackmarbleselection.nl,not_found,,,no_privacy_links
kodano.pl,not_found,,,homepage_unreachable
perfidia.de,found,common_path,https://perfidia.de/privacy,
gn-online.de,not_found,,,no_privacy_links
strategies.fr,not_found,,,no_privacy_links
radiowroclaw.pl,not_found,,,no_privacy_links
stylink.it,skipped,existing_file,,
zorgwijzer.nl,found,homepage_link,https://www.zorgwijzer.nl/privacy-policy,
serietotaal.nl,not_found,,,no_privacy_links
aftonbladet-cdn.se,not_found,,,homepage_unreachable
velux.de,not_found,,,homepage_unreachable
wikicasa.it,not_found,,,homepage_unreachable
picclick.fr,found,homepage_link,https://picclick.fr/pages/privacy.html,
universal-music-services.de,found,common_path,https://www.universal-music.de,
vistabet.gr,not_found,,,homepage_unreachable
seat.es,found,homepage_link,https://www.seat.es/legal/accesibilidad,
fio.sk,found,common_path,https://www.fio.cz/,
gymbeam.hu,not_found,,,homepage_unreachable
stroeerdigitalmedia.de,found,common_path,https://www.stroeer.de/werben-mit-stroeer/onlinewerbung/,
ertecho.gr,not_found,,,no_privacy_links
skechers.it,not_found,,,privacy_links_empty
blogger.de,found,common_path,https://blogger.de/privacy,
ghostdns.de,not_found,,,homepage_unreachable
teatmik.ee,skipped,existing_file,,
hkw.de,found,common_path,https://www.kbb.eu/en/datenschutz,
gridx.de,found,homepage_link,https://www.gridx.ai/privacy-policy,
sdilej.cz,found,common_path,https://sdilej.cz/privacy,
mai.gov.pt,found,common_path,https://portugal.gov.pt/pt/gc21,
dmu-medical.de,not_found,,,homepage_unreachable
et4.de,not_found,,,no_privacy_links
ceroacero.es,not_found,,,no_privacy_links
huffingtonpost.de,found,homepage_link,https://www.huffpost.com/static/privacy-policy,
via.de,not_found,,,homepage_unreachable
network.hu,found,common_path,http://network.hu/privacy,
bverwg.de,not_found,,,no_privacy_links
raketa.hu,not_found,,,no_privacy_links
eurosport.nl,not_found,,,homepage_unreachable
norlys.dk,not_found,,,no_privacy_links
pageplace.de,not_found,,,homepage_unreachable
aicat.ro,not_found,,,no_privacy_links
bravo.de,not_found,,,no_privacy_links
france-identite.gouv.fr,not_found,,,no_privacy_links
pflege.de,not_found,,,no_privacy_links
sardegnasalute.it,not_found,,,no_privacy_links
buonasera24.it,found,homepage_link,https://buonasera24.it/news/cronaca/919022/attese-indegne-e-privacy-a-rischio-nel-cup.html,
rsyd.dk,not_found,,,no_privacy_links
svtstatic.se,not_found,,,homepage_unreachable
fablab-siegen.de,not_found,,,no_privacy_links
buchkatalog.de,found,common_path,https://www.buchkatalog.de/privacy,
standard.sk,skipped,existing_file,,
libristo.hu,not_found,,,homepage_unreachable
bosch-presse.de,found,homepage_link,https://www.bosch-presse.de/pressportal/de/de/impressum/privacy-statement.html,
autoreview.nl,skipped,existing_file,,
mpil.de,not_found,,,no_privacy_links
levny-hosting.cz,found,common_path,https://www.nethost.cz/webhosting/,
icyteas.de,not_found,,,no_privacy_links
lhns.de,not_found,,,homepage_unreachable
bn.org.pl,not_found,,,no_privacy_links
alior.pl,found,common_path,https://www.aliorbank.pl,
valetmont.fr,found,common_path,https://www.valetmont.fr/catalogsearch/result/?q=privacy&amnoroute,
snam.it,not_found,,,no_privacy_links
arnotts.ie,found,homepage_link,https://www.arnotts.ie/shopping-online/privacy-and-cookie-policy/,
beliani.it,found,homepage_link,https://www.beliani.it/content/privacy/,
eindexamensite.nl,not_found,,,homepage_unreachable
junioreinstein.nl,found,homepage_link,https://www.junioreinstein.nl/webshop/customer_service/privacy,
pecovatelska.cz,not_found,,,no_privacy_links
salesdock.nl,found,homepage_link,https://salesdock.nl/privacy,
suzana.pl,not_found,,,no_privacy_links
webdpc.it,not_found,,,no_privacy_links
akis.at,not_found,,,no_privacy_links
oeko.de,found,homepage_link,https://www.oeko.de/publikation/regionale-energiewende-gemeinsam-gestalten/,
termine-reservieren.de,not_found,,,no_privacy_links
uni-vechta.de,not_found,,,no_privacy_links
sans.nl,skipped,existing_file,,
detail.de,not_found,,,homepage_unreachable
namebox.ro,not_found,,,no_privacy_links
spartoo.pt,found,common_path,https://www.spartoo.pt/pesquisa.php,
ehb.be,not_found,,,no_privacy_links
webdom.sk,found,homepage_link,https://www.euroserver.sk/privacy-policy.php,
180.se,not_found,,,homepage_unreachable
omaze.de,not_found,,,no_privacy_links
canon.fr,not_found,,,homepage_unreachable
deskmodder.de,not_found,,,no_privacy_links
gomagcdn.ro,not_found,,,homepage_unreachable
laczynaspilka.pl,found,common_path,https://www.laczynaspilka.pl/privacy,
voipgrid.nl,found,homepage_link,https://www.voys.nl/privacy-statement-voys-partners/,
aufbau-verlage.de,not_found,,,no_privacy_links
nederlandmobiel.nl,not_found,,,homepage_unreachable
tnt.fr,found,homepage_link,https://www.tnt.com/express/fr_fr/site/terms-conditions.html,
neteasy.pl,not_found,,,no_privacy_links
dns64.de,not_found,,,homepage_unreachable
vidaxl.se,found,homepage_link,https://www.vidaxl.se/privacy-and-cookie-statement,
audiomeans.fr,found,homepage_link,https://audiomeans.fr/mentions-legales,
pincamp.de,found,common_path,https://www.pincamp.de/privacy,
doxygen.nl,found,homepage_link,https://doxygen.nl/privacy.html,
autoesa.cz,not_found,,,no_privacy_links
boijmans.nl,not_found,,,no_privacy_links
idcdn.de,not_found,,,homepage_unreachable
gruenderszene.de,found,common_path,https://www.businessinsider.de/wirtschaft/legal-oder-nicht-kanzleien-wollen-fuer-trump-umsonst-arbeiten/,
szaloneliczby.pl,not_found,,,no_privacy_links
lpb-bw.de,not_found,,,no_privacy_links
calumet.de,found,common_path,https://www.calumet.de/,
webgarden.cz,not_found,,,homepage_unreachable
ads-com.fr,not_found,,,no_privacy_links
ralphlauren.fr,not_found,,,homepage_unreachable
coldiretti.it,not_found,,,homepage_unreachable
stusta.de,not_found,,,no_privacy_links
brucebetcasino.pl,not_found,,,homepage_unreachable
rootvps.pl,not_found,,,homepage_unreachable
telekom.pl,not_found,,,no_privacy_links
bero-host.de,not_found,,,no_privacy_links
rexel.be,found,homepage_link,https://rexel.be/privacy-statement/,
homeandsmart.de,not_found,,,no_privacy_links
secretbox.fr,not_found,,,no_privacy_links
okmugello.it,found,homepage_link,https://www.okmugello.it/privacy-policy/,
m24.pl,found,common_path,https://www.bankmillennium.pl/en/legal,
skiinfo.fr,skipped,existing_file,,
hs-duesseldorf.de,not_found,,,no_privacy_links
focusgarden.pl,not_found,,,homepage_unreachable
cooky.cz,not_found,,,no_privacy_links
link-m.de,found,common_path,https://www.link-m.de,
ilcdn.fi,not_found,,,homepage_unreachable
helmholtz-muenchen.de,found,common_path,https://www.helmholtz-munich.de/index.php,
mvr.bg,found,homepage_link,https://mvr.bg/bg/policy,
pianetamilan.it,skipped,existing_file,,
rema1000.dk,not_found,,,homepage_unreachable
dealtoday.com.mt,found,homepage_link,https://dealtoday.com.mt/privacy-statement/,
pecasauto24.pt,not_found,,,homepage_unreachable
tiptorro.de,not_found,,,homepage_unreachable
datenschutz-berlin.de,not_found,,,no_privacy_links
cntraveller.de,not_found,,,no_privacy_links
rennes.fr,not_found,,,no_privacy_links
mdw.ac.at,not_found,,,no_privacy_links
skitour.fr,not_found,,,no_privacy_links
kufnet.at,found,common_path,https://www.stwk.at/datenschutz,
ucw.cz,not_found,,,no_privacy_links
my3cx.nl,not_found,,,no_privacy_links
esanum.de,not_found,,,no_privacy_links
yelp.de,not_found,,,no_privacy_links
mav.hu,not_found,,,no_privacy_links
tempostretto.it,found,homepage_link,https://www.tempostretto.it/informativa-privacy,
poliba.it,found,homepage_link,https://www.poliba.it/it/protezione-dei-dati-personali,
volksversand.de,not_found,,,homepage_unreachable
fh-ooe.at,not_found,,,no_privacy_links
112meldingen.nl,found,homepage_link,https://112meldingen.nl/privacy.php,
linux.it,not_found,,,no_privacy_links
mesanalyses.fr,found,common_path,https://www.mesanalyses.fr/,
septima.dk,not_found,,,no_privacy_links
uakino.lu,not_found,,,homepage_unreachable
meinbezirks.at,not_found,,,no_privacy_links
store.bg,found,common_path,https://store.bg/privacy,
uni-flensburg.de,found,common_path,https://www.uni-flensburg.de/privacy,
seguridadaerea.gob.es,found,homepage_link,https://www.seguridadaerea.gob.es/es/politica-de-privacidad-y-aviso-legal,
ipon.hu,not_found,,,no_privacy_links
trendtours.de,not_found,,,no_privacy_links
axa.es,found,homepage_link,https://www.axa.es/acerca-axa/enlaces-informacion-legal,
nummergegenkummer.de,not_found,,,homepage_unreachable
hind.ee,not_found,,,homepage_unreachable
direkt-einkauf.de,not_found,,,no_privacy_links
116117.de,found,common_path,https://www.116117.de/privacy,
audi.it,not_found,,,homepage_unreachable
luxair.lu,found,homepage_link,https://www.luxair.lu/en/information/security-and-privacy-policy/,
paris-sorbonne.fr,not_found,,,homepage_unreachable
isprit2.de,not_found,,,homepage_unreachable
btv.lv,not_found,,,homepage_unreachable
matkahuolto.fi,found,common_path,https://www.matkahuolto.fi/,
kosmos.de,found,homepage_link,https://www.kosmos.de/de/content/Footer/Legal/Impressum,
allesedv.at,not_found,,,no_privacy_links
agfeo.de,not_found,,,no_privacy_links
techniekwebshop.nl,not_found,,,homepage_unreachable
autodoc.hu,not_found,,,homepage_unreachable
mysch.gr,not_found,,,homepage_unreachable
hostingcore.nl,not_found,,,homepage_unreachable
melibo.de,not_found,,,no_privacy_links
galaxus.fr,not_found,,,homepage_unreachable
infolocale.fr,not_found,,,homepage_unreachable
iberley.es,found,homepage_link,https://www.iberley.es/aviso-legal-iberley,
awsdns-eusc-00.de,not_found,,,homepage_unreachable
ihc.at,not_found,,,no_privacy_links
insse.ro,not_found,,,homepage_unreachable
fotoparadies.de,not_found,,,no_privacy_links
ebooks.edu.gr,not_found,,,no_privacy_links
viwefix.cz,not_found,,,no_privacy_links
zahradnictvi-spomysl.cz,not_found,,,no_privacy_links
elle.hu,not_found,,,no_privacy_links
rekenen-oefenen.nl,found,homepage_link,https://www.rekenen-oefenen.nl/webshop/customer_service/privacy,
bursa.ro,not_found,,,no_privacy_links
1and1.es,found,homepage_link,https://www.ionos.es/terms-gtc/condiciones-generales/,
awsdns-eusc-04.de,not_found,,,homepage_unreachable
level27.be,found,homepage_link,https://level27.be/nl/privacy-policy,
istekkipalvelut.fi,not_found,,,homepage_unreachable
oasa.gr,not_found,,,no_privacy_links
rammstein.de,not_found,,,no_privacy_links
fletcher.nl,found,common_path,https://www.fletcher.nl/nl/,
sonaveeb.ee,not_found,,,no_privacy_links
corrieresalentino.it,found,homepage_link,https://www.corrieresalentino.it/2018/05/informativa-privacy-corriere-salentino/,
ebola.cz,not_found,,,no_privacy_links
revijahak.hr,not_found,,,no_privacy_links
unic.ac.cy,not_found,,,homepage_unreachable
ec-nantes.fr,not_found,,,no_privacy_links
ssb.ee,not_found,,,homepage_unreachable
fiscaal-online.nl,not_found,,,no_privacy_links
intershop.de,found,homepage_link,https://www.intershop.com/en/privacy-policy,
familydogs.cz,not_found,,,no_privacy_links
blablacar.es,not_found,,,homepage_unreachable
isrunning.de,not_found,,,homepage_unreachable
lnb.lv,found,homepage_link,https://lnb.gov.lv/about-us/privatuma-politika/,
cuchichi.es,found,common_path,https://cuchichi.es/privacy/,
bubbleroom.se,found,homepage_link,https://www.bubbleroom.se/policies/privacy-policy,
lotterien.at,not_found,,,no_privacy_links
hc-vsetin.cz,not_found,,,no_privacy_links
booky.fi,not_found,,,no_privacy_links
arag.de,not_found,,,no_privacy_links
jollyroom.dk,found,common_path,https://www.jollyroom.dk,
calvinklein.it,not_found,,,homepage_unreachable
gomag.ro,found,common_path,https://www.gomag.ro/privacy,
smart-nic.de,not_found,,,no_privacy_links
bubok.es,not_found,,,no_privacy_links
parmatoday.it,not_found,,,no_privacy_links
mobilsiden.dk,not_found,,,no_privacy_links
nlnet.nl,found,homepage_link,https://nlnet.nl/privacy/,
theorie.nl,found,homepage_link,https://www.theorie.nl/privacy,
aidshilfe.de,not_found,,,no_privacy_links
thunderclap.it,found,homepage_link,https://thunderclap.com/privacy/,
wdvstudios.be,found,common_path,https://wdvstudios.be/privacy,
dognet.sk,not_found,,,no_privacy_links
mtsprout.nl,not_found,,,homepage_unreachable
regione.lazio.it,found,homepage_link,https://regione.lazio.it/privacy,
remote.it,found,homepage_link,https://www.remote.it/legal,
sssup.it,not_found,,,no_privacy_links
agrofoto.pl,found,homepage_link,https://www.agrofoto.pl/forum/privacy/,
dasha.ro,not_found,,,homepage_unreachable
futgal.es,found,homepage_link,https://www.futgal.es/pnfg/NNws_ShwNewDup?codigo=15023&cod_primaria=140&cod_secundaria=140,
nationalgeographic.pt,not_found,,,homepage_unreachable
inpli.se,found,common_path,https://www.inpli.se/privacy,
lidl.com.cy,not_found,,,homepage_unreachable
tredy-fashion.de,not_found,,,homepage_unreachable
tui.fi,not_found,,,homepage_unreachable
ingrosso-moda.it,found,homepage_link,http://ingrosso-moda.it/privacy-e-protezione,
bitiba.de,found,homepage_link,https://www.bitiba.de/info/legal/privacy?utm-source=utm_source_teaser&analytics-id=c1kn3wl1iee9-5NIdENJX38LUYtwpk0OtSw,
shiny.it,not_found,,,no_privacy_links
yobingo.es,found,common_path,https://www.yobingo.es/privacy,
click-tt.de,found,common_path,https://www.click-tt.de/error.html,
connect.de,not_found,,,no_privacy_links
ether.fi,not_found,,,no_privacy_links
sidnlabs.nl,not_found,,,no_privacy_links
poznan.uw.gov.pl,not_found,,,homepage_unreachable
savba.sk,not_found,,,no_privacy_links
tff-forum.de,not_found,,,homepage_unreachable
ceu.hu,not_found,,,homepage_unreachable
doria.fi,not_found,,,homepage_unreachable
heliosgravina.it,not_found,,,no_privacy_links
marathonbet.it,not_found,,,homepage_unreachable
wheelup.it,not_found,,,homepage_unreachable
piper.de,not_found,,,no_privacy_links
tp24.it,found,common_path,http://rmc101.it/privacy/,
bcn.es,found,homepage_link,https://www.barcelona.cat/ca/avis-legal,
vara.nl,found,homepage_link,https://www.bnnvara.nl/privacy-en-cookie-statement,
diy.ie,not_found,,,homepage_unreachable
osoz.pl,not_found,,,no_privacy_links
manpower.fr,not_found,,,homepage_unreachable
edenviaggi.it,found,homepage_link,https://www.edenviaggi.it/legal/privacy-policy,
aboutyou.pl,not_found,,,homepage_unreachable
radicenter.ee,found,homepage_link,https://www.radicenter.ee/domeenid/whois-privaatsus/,
icehosting.nl,not_found,,,no_privacy_links
quantyoo.de,found,common_path,https://quantyoo.de/,
justiz-auktion.de,not_found,,,no_privacy_links
quelle.de,not_found,,,no_privacy_links
slon1.at,skipped,existing_file,,
vasamuseet.se,not_found,,,no_privacy_links
arcom.fr,found,common_path,https://www.arcom.fr/en/privacy-policy,
abzone.cz,not_found,,,no_privacy_links
bibkatalog.de,not_found,,,no_privacy_links
om.fr,found,common_path,https://www.om.fr/en/privacy-policy,
shopmania.pt,not_found,,,homepage_unreachable
smulderstextiel.nl,found,homepage_link,https://www.smulderstextiel.nl/privacy/,
1flex.nl,not_found,,,homepage_unreachable
o9.de,not_found,,,homepage_unreachable
myblog.it,not_found,,,homepage_unreachable
eostroleka.pl,not_found,,,no_privacy_links
ahlens.se,not_found,,,no_privacy_links
alko.fi,not_found,,,homepage_unreachable
siko.cz,not_found,,,homepage_unreachable
sokoshotels.fi,found,common_path,https://www.sokoshotels.fi/en/privacy-policy,
crypto-insiders.nl,found,homepage_link,https://www.crypto-insiders.nl/privacy-policy/,
ubb.bg,found,homepage_link,https://ubb.bg/terms,
dehner.at,found,common_path,https://www.dehner.at/en/privacy,
ugal.ro,found,common_path,https://ugal.ro/404,
zse.hr,not_found,,,no_privacy_links
strana.de,found,common_path,https://strana.de/privacy,
sonar.es,found,homepage_link,https://sonar.es/en/privacy-policy,
planfor.fr,not_found,,,no_privacy_links
miljuschka.nl,not_found,,,homepage_unreachable
icav.es,found,homepage_link,https://www.icav.es/apartados/aviso_legal,
cellular.de,found,common_path,https://www.jakala.com/de/,
sunweb.be,found,homepage_link,https://www.sunweb.be/nl/privacy,
i-golf.be,not_found,,,no_privacy_links
angers.fr,not_found,,,no_privacy_links
eregitra.lt,found,common_path,https://www.eregitra.lt/privacy,
deichstube.de,not_found,,,no_privacy_links
ikoula.nl,found,homepage_link,https://www.ikoula.com/en/privacy-policy,
mozzartbet.ro,found,common_path,https://www.mozzartbet.ro/ro,
periodicodeibiza.es,found,homepage_link,https://www.periodicodeibiza.es/aviso_legal.html,
agri.bg,not_found,,,no_privacy_links
sis.se,not_found,,,homepage_unreachable
casertanews.it,not_found,,,no_privacy_links
lemondeducampingcar.fr,not_found,,,no_privacy_links
immowelt.at,found,common_path,https://www.immowelt.at/privacy,
manualeduso.it,found,homepage_link,https://www.manualeduso.it/privacy-policy,
modernamuseet.se,found,homepage_link,https://www.modernamuseet.se/stockholm/en/about/about-the-website/privacy-policy/,
zaba.hr,not_found,,,no_privacy_links
tele2.ee,not_found,,,no_privacy_links
ekomi.de,not_found,,,no_privacy_links
rr.pt,not_found,,,no_privacy_links
careernet.gr,not_found,,,no_privacy_links
sciensano.be,found,homepage_link,https://sciensano.be/en/responsibility-and-privacy,
phoenix.de,found,common_path,https://www.phoenix.de/privacy,
bancamediolanum.it,found,homepage_link,https://www.bancamediolanum.it/privacy,
stargames.de,found,common_path,https://www.stargames.de/de/privacy,
trustservers.gr,not_found,,,privacy_links_empty
softtechhosting.nl,not_found,,,no_privacy_links
noshosting.nl,not_found,,,homepage_unreachable
windinternet.nl,not_found,,,no_privacy_links
ifap.de,not_found,,,no_privacy_links
int-evry.fr,found,common_path,https://www-dev.telecom-sudparis.eu/privacy/,
filippo.pl,found,homepage_link,https://www.filippo.pl/pl/privacy-and-cookie-notice,
lexa.nl,skipped,existing_file,,
acea.it,found,homepage_link,https://www.acea.it/privacy,
viamichelin.nl,not_found,,,no_privacy_links
inext.cz,found,common_path,https://www.internext.cz/,
nowaera.pl,not_found,,,no_privacy_links
forsvarsmakten.se,not_found,,,no_privacy_links
